t_s,h_P1,h_P2,h_P3,h_P4,h_P5,h_P6,h_P7,h_P8,h_P9,vmax_P1,vmax_P2,vmax_P3,vmax_P4,vmax_P5,vmax_P6,vmax_P7,vmax_P8,vmax_P9
10020.1,0.4303,0.0533,0.7183,0.0001,0.2579,0.0001,0.0001,0.0031,0.0335,0.142,1.136,0.256,0.732,0.415,1.338,1.303,1.714,1.178
10080.4,0.4302,0.0532,0.7184,0.0001,0.2581,0.0001,0.0001,0.003,0.0334,0.142,1.136,0.256,0.732,0.415,1.338,1.303,1.714,1.178
10140.2,0.4302,0.0531,0.7196,0.0001,0.2586,0.0001,0.0001,0.003,0.0333,0.142,1.136,0.256,0.732,0.415,1.338,1.303,1.714,1.178
10200.1,0.4301,0.0531,0.718,0.0001,0.2585,0.0001,0.0001,0.003,0.0332,0.142,1.136,0.256,0.732,0.415,1.338,1.303,1.714,1.178
10260.3,0.43,0.053,0.7239,0.0001,0.2581,0.0001,0.0001,0.003,0.0332,0.142,1.136,0.256,0.732,0.415,1.338,1.303,1.714,1.178
10320.2,0.4299,0.0529,0.7187,0.0001,0.2582,0.0001,0.0001,0.0029,0.0331,0.142,1.136,0.256,0.732,0.415,1.338,1.303,1.714,1.178
10380.5,0.4298,0.0528,0.7204,0.0001,0.2582,0.0001,0.0001,0.0029,0.033,0.142,1.136,0.256,0.732,0.415,1.338,1.303,1.714,1.178
10440.3,0.4296,0.0527,0.7218,0.0001,0.2586,0.0001,0.0001,0.0029,0.033,0.142,1.136,0.256,0.732,0.415,1.338,1.303,1.714,1.178
10500.1,0.4296,0.0526,0.7203,0.0001,0.2581,0.0001,0.0001,0.0029,0.0329,0.142,1.136,0.256,0.732,0.415,1.338,1.303,1.714,1.178
10560.4,0.4294,0.0525,0.7202,0.0001,0.2583,0.0001,0.0001,0.0029,0.0328,0.142,1.136,0.256,0.732,0.415,1.338,1.303,1.714,1.178
10620.2,0.4292,0.0525,0.7173,0.0001,0.2585,0.0001,0.0001,0.0028,0.0327,0.142,1.136,0.256,0.732,0.415,1.338,1.303,1.714,1.178
10680.0,0.4292,0.0524,0.7184,0.0001,0.2588,0.0001,0.0001,0.0028,0.0327,0.142,1.136,0.256,0.732,0.415,1.338,1.303,1.714,1.178
10740.3,0.4291,0.0523,0.7206,0.0001,0.2588,0.0001,0.0001,0.0028,0.0326,0.142,1.136,0.256,0.732,0.415,1.338,1.303,1.714,1.178
10800.1,0.429,0.0522,0.7188,0.0001,0.2587,0.0001,0.0001,0.0028,0.0325,0.142,1.136,0.256,0.732,0.415,1.338,1.303,1.714,1.178
10860.4,0.4289,0.0521,0.7201,0.0001,0.2583,0.0001,0.0001,0.0027,0.0325,0.142,1.136,0.256,0.732,0.415,1.338,1.303,1.714,1.178
10920.2,0.429,0.0521,0.7255,0.0001,0.2587,0.0001,0.0001,0.0027,0.0324,0.142,1.136,0.256,0.732,0.415,1.338,1.303,1.714,1.178
10980.0,0.4289,0.052,0.7225,0.0001,0.259,0.0001,0.0001,0.0027,0.0323,0.142,1.136,0.256,0.732,0.415,1.338,1.303,1.714,1.178
11040.3,0.4287,0.0519,0.7224,0.0001,0.2591,0.0001,0.0001,0.0027,0.0323,0.142,1.136,0.256,0.732,0.415,1.338,1.303,1.714,1.178
11100.1,0.4287,0.0518,0.7188,0.0001,0.2587,0.0001,0.0001,0.0027,0.0322,0.142,1.136,0.256,0.732,0.415,1.338,1.303,1.714,1.178
11160.4,0.4286,0.0518,0.7221,0.0001,0.2589,0.0001,0.0001,0.0026,0.0322,0.142,1.136,0.256,0.732,0.415,1.338,1.303,1.714,1.178
11220.2,0.4285,0.0517,0.7223,0.0001,0.2588,0.0001,0.0001,0.0026,0.0321,0.142,1.136,0.256,0.732,0.415,1.338,1.303,1.714,1.178
11280.0,0.4283,0.0516,0.7221,0.0001,0.2588,0.0001,0.0001,0.0026,0.032,0.142,1.136,0.256,0.732,0.415,1.338,1.303,1.714,1.178
11340.3,0.4283,0.0516,0.724,0.0001,0.2588,0.0001,0.0001,0.0026,0.032,0.142,1.136,0.256,0.732,0.415,1.338,1.303,1.714,1.178
11400.1,0.4282,0.0515,0.7205,0.0001,0.2592,0.0001,0.0001,0.0026,0.0319,0.142,1.136,0.256,0.732,0.415,1.338,1.303,1.714,1.178
11460.3,0.4281,0.0514,0.7199,0.0001,0.2587,0.0001,0.0001,0.0026,0.0319,0.142,1.136,0.256,0.732,0.415,1.338,1.303,1.714,1.178
11520.1,0.4281,0.0514,0.7207,0.0001,0.2591,0.0001,0.0001,0.0025,0.0318,0.142,1.136,0.256,0.732,0.415,1.338,1.303,1.714,1.178
11580.4,0.4281,0.0513,0.7227,0.0001,0.259,0.0001,0.0001,0.0025,0.0317,0.142,1.136,0.256,0.732,0.415,1.338,1.303,1.714,1.178
11640.2,0.428,0.0512,0.7232,0.0001,0.2591,0.0001,0.0001,0.0025,0.0317,0.142,1.136,0.256,0.732,0.415,1.338,1.303,1.714,1.178
11700.0,0.4278,0.0512,0.7188,0.0001,0.259,0.0001,0.0001,0.0025,0.0316,0.142,1.136,0.256,0.732,0.415,1.338,1.303,1.714,1.178
11760.3,0.4277,0.0511,0.7209,0.0001,0.2592,0.0001,0.0001,0.0025,0.0316,0.142,1.136,0.256,0.732,0.415,1.338,1.303,1.714,1.178
11820.1,0.4277,0.051,0.7224,0.0001,0.2593,0.0001,0.0001,0.0025,0.0315,0.142,1.136,0.256,0.732,0.415,1.338,1.303,1.714,1.178
11880.4,0.4277,0.051,0.7202,0.0001,0.259,0.0001,0.0001,0.0024,0.0315,0.142,1.136,0.256,0.732,0.415,1.338,1.303,1.714,1.178
11940.2,0.4276,0.0509,0.7211,0.0001,0.2591,0.0001,0.0001,0.0024,0.0314,0.142,1.136,0.256,0.732,0.415,1.338,1.303,1.714,1.178
12000.4,0.4276,0.0509,0.7221,0.0001,0.2593,0.0001,0.0001,0.0024,0.0314,0.142,1.136,0.256,0.732,0.415,1.338,1.303,1.714,1.178
12060.2,0.4274,0.0508,0.7232,0.0001,0.259,0.0001,0.0001,0.0024,0.0313,0.142,1.136,0.256,0.732,0.415,1.338,1.303,1.714,1.178
12120.0,0.4273,0.0507,0.7225,0.0001,0.2592,0.0001,0.0001,0.0024,0.0313,0.142,1.136,0.256,0.732,0.415,1.338,1.303,1.714,1.178
12180.3,0.4273,0.0507,0.7244,0.0001,0.2591,0.0001,0.0001,0.0024,0.0312,0.142,1.136,0.256,0.732,0.415,1.338,1.303,1.714,1.178
12240.1,0.4272,0.0506,0.7236,0.0001,0.2591,0.0001,0.0001,0.0023,0.0312,0.142,1.136,0.256,0.732,0.415,1.338,1.303,1.714,1.178
12300.4,0.4271,0.0506,0.724,0.0001,0.2595,0.0001,0.0001,0.0023,0.0311,0.142,1.136,0.256,0.732,0.415,1.338,1.303,1.714,1.178
12360.2,0.4271,0.0505,0.7213,0.0001,0.2593,0.0001,0.0001,0.0023,0.0311,0.142,1.136,0.256,0.732,0.415,1.338,1.303,1.714,1.178
12420.4,0.4271,0.0505,0.7207,0.0001,0.2593,0.0001,0.0001,0.0023,0.031,0.142,1.136,0.256,0.732,0.415,1.338,1.303,1.714,1.178
12480.2,0.427,0.0504,0.724,0.0001,0.2593,0.0001,0.0001,0.0023,0.031,0.142,1.136,0.256,0.732,0.415,1.338,1.303,1.714,1.178
12540.0,0.4268,0.0504,0.7247,0.0001,0.2595,0.0001,0.0001,0.0023,0.0309,0.142,1.136,0.256,0.732,0.415,1.338,1.303,1.714,1.178
12600.3,0.4267,0.0503,0.7206,0.0001,0.2596,0.0001,0.0001,0.0023,0.0309,0.142,1.136,0.256,0.732,0.415,1.338,1.303,1.714,1.178
12660.1,0.4268,0.0502,0.7211,0.0001,0.2592,0.0001,0.0001,0.0022,0.0308,0.142,1.136,0.256,0.732,0.415,1.338,1.303,1.714,1.178
12720.3,0.4268,0.0502,0.7221,0.0001,0.2593,0.0001,0.0001,0.0022,0.0308,0.142,1.136,0.256,0.732,0.415,1.338,1.303,1.714,1.178
12780.1,0.4267,0.0501,0.7203,0.0001,0.2594,0.0001,0.0001,0.0022,0.0307,0.142,1.136,0.256,0.732,0.415,1.338,1.303,1.714,1.178
12840.4,0.4266,0.0501,0.7203,0.0001,0.2594,0.0001,0.0001,0.0022,0.0307,0.142,1.136,0.256,0.732,0.415,1.338,1.303,1.714,1.178
12900.2,0.4265,0.05,0.7231,0.0001,0.2596,0.0001,0.0001,0.0022,0.0307,0.142,1.136,0.256,0.732,0.415,1.338,1.303,1.714,1.178
12960.0,0.4264,0.05,0.7181,0.0001,0.2596,0.0001,0.0001,0.0022,0.0306,0.142,1.136,0.256,0.732,0.415,1.338,1.303,1.714,1.178
13020.3,0.4265,0.0499,0.7214,0.0001,0.2594,0.0001,0.0001,0.0022,0.0306,0.142,1.136,0.256,0.732,0.415,1.338,1.303,1.714,1.178
13080.1,0.4263,0.0499,0.7224,0.0001,0.2597,0.0001,0.0001,0.0021,0.0305,0.142,1.136,0.256,0.732,0.415,1.338,1.303,1.714,1.178
13140.3,0.4263,0.0499,0.7191,0.0001,0.2595,0.0001,0.0001,0.0021,0.0305,0.142,1.136,0.256,0.732,0.415,1.338,1.303,1.714,1.178
13200.1,0.4263,0.0498,0.7226,0.0001,0.2598,0.0001,0.0001,0.0021,0.0304,0.142,1.136,0.256,0.732,0.415,1.338,1.303,1.714,1.178
13260.4,0.4261,0.0498,0.7248,0.0001,0.2599,0.0001,0.0001,0.0021,0.0304,0.142,1.136,0.256,0.732,0.415,1.338,1.303,1.714,1.178
13320.2,0.4262,0.0497,0.722,0.0001,0.2599,0.0001,0.0001,0.0021,0.0304,0.142,1.136,0.256,0.732,0.415,1.338,1.303,1.714,1.178
13380.5,0.4261,0.0497,0.7216,0.0001,0.2596,0.0001,0.0001,0.0021,0.0303,0.142,1.136,0.256,0.732,0.415,1.338,1.303,1.714,1.178
13440.3,0.4262,0.0496,0.7204,0.0001,0.2596,0.0001,0.0001,0.0021,0.0303,0.142,1.136,0.256,0.732,0.415,1.338,1.303,1.714,1.178
13500.1,0.4259,0.0496,0.7232,0.0001,0.2597,0.0001,0.0001,0.0021,0.0302,0.142,1.136,0.256,0.732,0.415,1.338,1.303,1.714,1.178
13560.3,0.4259,0.0495,0.7224,0.0001,0.2598,0.0001,0.0001,0.002,0.0302,0.142,1.136,0.256,0.732,0.415,1.338,1.303,1.714,1.178
13620.1,0.4259,0.0495,0.7221,0.0001,0.2598,0.0001,0.0001,0.002,0.0302,0.142,1.136,0.256,0.732,0.415,1.338,1.303,1.714,1.178
13680.4,0.4259,0.0495,0.7222,0.0001,0.2599,0.0001,0.0001,0.002,0.0301,0.142,1.136,0.256,0.732,0.415,1.338,1.303,1.714,1.178
13740.2,0.4257,0.0494,0.7214,0.0001,0.2598,0.0001,0.0001,0.002,0.0301,0.142,1.136,0.256,0.732,0.415,1.338,1.303,1.714,1.178
13800.4,0.4256,0.0494,0.7208,0.0001,0.2598,0.0001,0.0001,0.002,0.03,0.142,1.136,0.256,0.732,0.415,1.338,1.303,1.714,1.178
13860.2,0.4257,0.0493,0.7245,0.0001,0.2601,0.0001,0.0001,0.002,0.03,0.142,1.136,0.256,0.732,0.415,1.338,1.303,1.714,1.178
13920.0,0.4257,0.0493,0.7218,0.0001,0.2598,0.0001,0.0001,0.002,0.03,0.142,1.136,0.256,0.732,0.415,1.338,1.303,1.714,1.178
13980.3,0.4256,0.0493,0.7223,0.0001,0.2599,0.0001,0.0001,0.002,0.0299,0.142,1.136,0.256,0.732,0.415,1.338,1.303,1.714,1.178
14040.1,0.4254,0.0492,0.7247,0.0001,0.2601,0.0001,0.0001,0.002,0.0299,0.142,1.136,0.256,0.732,0.415,1.338,1.303,1.714,1.178
14100.3,0.4255,0.0492,0.7257,0.0001,0.2601,0.0001,0.0001,0.0019,0.0299,0.142,1.136,0.256,0.732,0.415,1.338,1.303,1.714,1.178
14160.1,0.4254,0.0491,0.7246,0.0001,0.2598,0.0001,0.0001,0.0019,0.0298,0.142,1.136,0.256,0.732,0.415,1.338,1.303,1.714,1.178
14220.4,0.4254,0.0491,0.7226,0.0001,0.2602,0.0001,0.0001,0.0019,0.0298,0.142,1.136,0.256,0.732,0.415,1.338,1.303,1.714,1.178
14280.2,0.4253,0.0491,0.7231,0.0001,0.2599,0.0001,0.0001,0.0019,0.0298,0.142,1.136,0.256,0.732,0.415,1.338,1.303,1.714,1.178
14340.0,0.4253,0.049,0.7234,0.0001,0.2602,0.0001,0.0001,0.0019,0.0297,0.142,1.136,0.256,0.732,0.415,1.338,1.303,1.714,1.178
14400.3,0.4252,0.049,0.7223,0.0001,0.26,0.0001,0.0001,0.0019,0.0297,0.142,1.136,0.256,0.732,0.415,1.338,1.303,1.714,1.178
14460.1,0.4253,0.049,0.7218,0.0001,0.26,0.0001,0.0001,0.0019,0.0297,0.142,1.136,0.256,0.732,0.415,1.338,1.303,1.714,1.178
14520.3,0.425,0.0489,0.7211,0.0001,0.2602,0.0001,0.0001,0.0019,0.0296,0.142,1.136,0.256,0.732,0.415,1.338,1.303,1.714,1.178
14580.1,0.425,0.0489,0.7233,0.0001,0.26,0.0001,0.0001,0.0019,0.0296,0.142,1.136,0.256,0.732,0.415,1.338,1.303,1.714,1.178
14640.4,0.4251,0.0489,0.7232,0.0001,0.2598,0.0001,0.0001,0.0019,0.0296,0.142,1.136,0.256,0.732,0.415,1.338,1.303,1.714,1.178
14700.2,0.4251,0.0488,0.7233,0.0001,0.2601,0.0001,0.0001,0.0018,0.0295,0.142,1.136,0.256,0.732,0.415,1.338,1.303,1.714,1.178
14760.4,0.425,0.0488,0.7245,0.0001,0.2602,0.0001,0.0001,0.0018,0.0295,0.142,1.136,0.256,0.732,0.415,1.338,1.303,1.714,1.178
14820.2,0.4249,0.0488,0.7231,0.0001,0.2599,0.0001,0.0001,0.0018,0.0295,0.142,1.136,0.256,0.732,0.415,1.338,1.303,1.714,1.178
14880.0,0.4249,0.0487,0.7206,0.0001,0.2599,0.0001,0.0001,0.0018,0.0294,0.142,1.136,0.256,0.732,0.415,1.338,1.303,1.714,1.178
14940.3,0.425,0.0487,0.72,0.0001,0.2601,0.0001,0.0001,0.0018,0.0294,0.142,1.136,0.256,0.732,0.415,1.338,1.303,1.714,1.178
15000.1,0.4248,0.0487,0.7225,0.0001,0.2601,0.0001,0.0001,0.0018,0.0294,0.142,1.136,0.256,0.732,0.415,1.338,1.303,1.714,1.178
15060.4,0.4247,0.0486,0.7223,0.0001,0.2599,0.0001,0.0001,0.0018,0.0293,0.142,1.136,0.256,0.732,0.415,1.338,1.303,1.714,1.178
15120.2,0.4248,0.0486,0.7247,0.0001,0.2602,0.0001,0.0001,0.0018,0.0293,0.142,1.136,0.256,0.732,0.415,1.338,1.303,1.714,1.178
15180.4,0.4247,0.0486,0.7235,0.0001,0.2602,0.0001,0.0001,0.0018,0.0293,0.142,1.136,0.256,0.732,0.415,1.338,1.303,1.714,1.178
15240.2,0.4246,0.0485,0.7213,0.0001,0.26,0.0001,0.0001,0.0018,0.0292,0.142,1.136,0.256,0.732,0.415,1.338,1.303,1.714,1.178
15300.0,0.4247,0.0485,0.7223,0.0001,0.2601,0.0001,0.0001,0.0017,0.0292,0.142,1.136,0.256,0.732,0.415,1.338,1.303,1.714,1.178
15360.3,0.4245,0.0485,0.7221,0.0001,0.2602,0.0001,0.0001,0.0017,0.0292,0.142,1.136,0.256,0.732,0.415,1.338,1.303,1.714,1.178
15420.1,0.4244,0.0484,0.7206,0.0001,0.2604,0.0001,0.0001,0.0017,0.0292,0.142,1.136,0.256,0.732,0.415,1.338,1.303,1.714,1.178
15480.3,0.4244,0.0484,0.7228,0.0001,0.2602,0.0001,0.0001,0.0017,0.0291,0.142,1.136,0.256,0.732,0.415,1.338,1.303,1.714,1.178
15540.1,0.4246,0.0484,0.7217,0.0001,0.2603,0.0001,0.0001,0.0017,0.0291,0.142,1.136,0.256,0.732,0.415,1.338,1.303,1.714,1.178
15600.4,0.4244,0.0483,0.7209,0.0001,0.2603,0.0001,0.0001,0.0017,0.0291,0.142,1.136,0.256,0.732,0.415,1.338,1.303,1.714,1.178
15660.2,0.4243,0.0483,0.7237,0.0001,0.2604,0.0001,0.0001,0.0017,0.029,0.142,1.136,0.256,0.732,0.415,1.338,1.303,1.714,1.178
15720.4,0.4242,0.0483,0.7224,0.0001,0.2603,0.0001,0.0001,0.0017,0.029,0.142,1.136,0.256,0.732,0.415,1.338,1.303,1.714,1.178
15780.2,0.4243,0.0483,0.7239,0.0001,0.2604,0.0001,0.0001,0.0017,0.029,0.142,1.136,0.256,0.732,0.415,1.338,1.303,1.714,1.178
15840.0,0.4242,0.0482,0.7232,0.0001,0.2604,0.0001,0.0001,0.0017,0.029,0.142,1.136,0.256,0.732,0.415,1.338,1.303,1.714,1.178
15900.3,0.4242,0.0482,0.7225,0.0001,0.2603,0.0001,0.0001,0.0017,0.0289,0.142,1.136,0.256,0.732,0.415,1.338,1.303,1.714,1.178
15960.1,0.4242,0.0482,0.7219,0.0001,0.26,0.0001,0.0001,0.0017,0.0289,0.142,1.136,0.256,0.732,0.415,1.338,1.303,1.714,1.178
16020.4,0.4243,0.0481,0.7228,0.0001,0.2606,0.0001,0.0001,0.0017,0.0289,0.142,1.136,0.256,0.732,0.415,1.338,1.303,1.714,1.178
16080.2,0.424,0.0481,0.723,0.0001,0.2605,0.0001,0.0001,0.0016,0.0289,0.142,1.136,0.256,0.732,0.415,1.338,1.303,1.714,1.178
16140.4,0.424,0.0481,0.7229,0.0001,0.2601,0.0001,0.0001,0.0016,0.0288,0.142,1.136,0.256,0.732,0.415,1.338,1.303,1.714,1.178
16200.2,0.4241,0.0481,0.7231,0.0001,0.2603,0.0001,0.0001,0.0016,0.0288,0.142,1.136,0.256,0.732,0.415,1.338,1.303,1.714,1.178
16260.0,0.4238,0.048,0.7221,0.0001,0.2604,0.0001,0.0001,0.0016,0.0288,0.142,1.136,0.256,0.732,0.415,1.338,1.303,1.714,1.178
16320.3,0.424,0.048,0.7257,0.0001,0.2605,0.0001,0.0001,0.0016,0.0288,0.142,1.136,0.256,0.732,0.415,1.338,1.303,1.714,1.178
16380.1,0.4238,0.048,0.7214,0.0001,0.2603,0.0001,0.0001,0.0016,0.0287,0.142,1.136,0.256,0.732,0.415,1.338,1.303,1.714,1.178
16440.3,0.4239,0.048,0.7224,0.0001,0.2603,0.0001,0.0001,0.0016,0.0287,0.142,1.136,0.256,0.732,0.415,1.338,1.303,1.714,1.178
16500.1,0.4238,0.0479,0.7229,0.0001,0.2604,0.0001,0.0001,0.0016,0.0287,0.142,1.136,0.256,0.732,0.415,1.338,1.303,1.714,1.178
16560.4,0.4238,0.0479,0.7223,0.0001,0.2604,0.0001,0.0001,0.0016,0.0287,0.142,1.136,0.256,0.732,0.415,1.338,1.303,1.714,1.178
16620.2,0.4237,0.0479,0.7228,0.0001,0.2604,0.0001,0.0001,0.0016,0.0286,0.142,1.136,0.256,0.732,0.415,1.338,1.303,1.714,1.178
16680.4,0.4237,0.0479,0.7217,0.0001,0.2605,0.0001,0.0001,0.0016,0.0286,0.142,1.136,0.256,0.732,0.415,1.338,1.303,1.714,1.178
16740.2,0.4238,0.0478,0.7226,0.0001,0.2603,0.0001,0.0001,0.0016,0.0286,0.142,1.136,0.256,0.732,0.415,1.338,1.303,1.714,1.178
16800.0,0.4237,0.0478,0.7237,0.0001,0.2603,0.0001,0.0001,0.0016,0.0286,0.142,1.136,0.256,0.732,0.415,1.338,1.303,1.714,1.178
16860.3,0.4236,0.0478,0.7254,0.0001,0.2608,0.0001,0.0001,0.0015,0.0285,0.142,1.136,0.256,0.732,0.415,1.338,1.303,1.714,1.178
16920.1,0.4237,0.0478,0.7213,0.0001,0.2604,0.0001,0.0001,0.0015,0.0285,0.142,1.136,0.256,0.732,0.415,1.338,1.303,1.714,1.178
16980.3,0.4236,0.0477,0.7229,0.0001,0.2604,0.0001,0.0001,0.0015,0.0285,0.142,1.136,0.256,0.732,0.415,1.338,1.303,1.714,1.178
17040.1,0.4235,0.0477,0.725,0.0001,0.2606,0.0001,0.0001,0.0015,0.0285,0.142,1.136,0.256,0.732,0.415,1.338,1.303,1.714,1.178
17100.4,0.4235,0.0477,0.7225,0.0001,0.2604,0.0001,0.0001,0.0015,0.0285,0.142,1.136,0.256,0.732,0.415,1.338,1.303,1.714,1.178
17160.2,0.4235,0.0477,0.7245,0.0001,0.2604,0.0001,0.0001,0.0015,0.0284,0.142,1.136,0.256,0.732,0.415,1.338,1.303,1.714,1.178
17220.4,0.4235,0.0476,0.724,0.0001,0.2605,0.0001,0.0001,0.0015,0.0284,0.142,1.136,0.256,0.732,0.415,1.338,1.303,1.714,1.178
17280.2,0.4235,0.0476,0.7208,0.0001,0.2605,0.0001,0.0001,0.0015,0.0284,0.142,1.136,0.256,0.732,0.415,1.338,1.303,1.714,1.178
17340.0,0.4234,0.0476,0.7234,0.0001,0.2605,0.0001,0.0001,0.0015,0.0284,0.142,1.136,0.256,0.732,0.415,1.338,1.303,1.714,1.178
17400.3,0.4234,0.0476,0.7236,0.0001,0.2605,0.0001,0.0001,0.0015,0.0283,0.142,1.136,0.256,0.732,0.415,1.338,1.303,1.714,1.178
17460.1,0.4232,0.0476,0.7235,0.0001,0.2605,0.0001,0.0001,0.0015,0.0283,0.142,1.136,0.256,0.732,0.415,1.338,1.303,1.714,1.178
17520.4,0.4233,0.0475,0.7236,0.0001,0.2607,0.0001,0.0001,0.0015,0.0283,0.142,1.136,0.256,0.732,0.415,1.338,1.303,1.714,1.178
17580.2,0.4232,0.0475,0.7237,0.0001,0.2606,0.0001,0.0001,0.0015,0.0283,0.142,1.136,0.256,0.732,0.415,1.338,1.303,1.714,1.178
17640.4,0.4232,0.0475,0.7223,0.0001,0.2606,0.0001,0.0001,0.0015,0.0283,0.142,1.136,0.256,0.732,0.415,1.338,1.303,1.714,1.178
17700.2,0.4233,0.0475,0.7243,0.0001,0.2607,0.0001,0.0001,0.0015,0.0282,0.142,1.136,0.256,0.732,0.415,1.338,1.303,1.714,1.178
17760.0,0.4232,0.0474,0.722,0.0001,0.2605,0.0001,0.0001,0.0015,0.0282,0.142,1.136,0.256,0.732,0.415,1.338,1.303,1.714,1.178
17820.3,0.4231,0.0474,0.7233,0.0001,0.2607,0.0001,0.0001,0.0014,0.0282,0.142,1.136,0.256,0.732,0.415,1.338,1.303,1.714,1.178
17880.1,0.4232,0.0474,0.7237,0.0001,0.2607,0.0001,0.0001,0.0014,0.0282,0.142,1.136,0.256,0.732,0.415,1.338,1.303,1.714,1.178
17940.3,0.4231,0.0474,0.7243,0.0001,0.2606,0.0001,0.0001,0.0014,0.0282,0.142,1.136,0.256,0.732,0.415,1.338,1.303,1.714,1.178
